Participant 	Albania 	Armenia 	Azerbaijan 	Croatia 	Finland 	Georgia 	Greece 	Hungary 	Iceland 	Lithuania 	Malta 	Norway 	Poland 	Portugal 	Russia 	San Marino 	Serbia 	Spain 	Switzerland 	Turkey 	United Kingdom
Poland Poland
						4		4		2		3									5 	18 	19
Norway Norway
	1	1	1		8				10		4		1	2					2			30 	17
Albania Albania
			2	7			12							4		8			6	8		47 	14
Armenia Armenia
						8	8		4		7		2		8	7		3		7		54 	12
Turkey Turkey
	12		12			3					2				2	10			5		1 	47 	13
Serbia Serbia
	2			12	7				5	3	3	7	6	1	4	3		2	12			67 	8
Russia Russia
	3	12	5	5	3	5	3	3	3	5		4		3		1	6			3		64 	9
Switzerland Switzerland
		3		2	6			8	6	6		6	3	5			2	6			2 	55 	10
Georgia Georgia
		8	8		1		10	1		12	8		5		5	2	4			10		74 	6
Finland Finland
		6	3	3				6	12	7		12	10	8	12		3	4	10	1	6 	103 	3
Malta Malta
	6	7	7	4		6		2		1		2				12	5			2		54 	11
San Marino San Marino
	8	5	6	1		1	2				6									5		34 	16
Croatia Croatia
	7		4						1		12				1	4	12					41 	15
Iceland Iceland
		2			10		6	12		8		10	4	10	3		8	12	8		7 	100 	4
Hungary Hungary
				6	12		5		7		1	5					10	10		6	10 	72 	7
Portugal Portugal
	4					2	1											8	4		3 	22 	18
Lithuania Lithuania
		4			2	10	4	5	2			8	12	6	7		1	5	3		12 	81 	5
Azerbaijan Azerbaijan
	5			10	5	12	7	7	8	10	10		8	7	10	5		1	1	12	4 	122 	2
Greece Greece
	10	10	10	8	4	7		10		4	5	1	7	12	6	6	7	7	7	4	8 	133 	1